Time;Leakrate;PS-He2;PS-V1;PS-V2;PS-V3;EV-He1;EV-He2;
[s];[1.0E-09];[Bar];[mBar];[mBar];[mBar];-;-;
55.8;0.9870822;15.321;0.010;0.001;0.001;0;0;
56.0;0.9909059;15.321;0.010;0.001;0.001;0;0;
56.2;0.9923794;15.326;0.010;0.001;0.001;0;0;
56.4;0.9929112;15.321;0.010;0.001;0.001;0;0;
56.6;0.9936547;15.323;0.010;0.001;0.001;0;0;
56.8;0.9948283;15.323;0.010;0.001;0.001;0;0;
57.0;0.9967473;15.321;0.010;0.001;0.001;0;0;
57.2;0.9988889;15.323;0.010;0.001;0.001;0;0;
57.4;1.00164;15.321;0.010;0.001;0.001;0;0;
57.6;1.003492;15.326;0.010;0.001;0.001;0;0;
57.8;1.003461;15.323;0.010;0.001;0.001;0;0;
58.0;1.002739;15.321;0.010;0.001;0.001;0;0;
58.2;1.00238;15.321;0.010;0.001;0.001;0;0;
58.4;1.003744;15.326;0.010;0.001;0.001;0;0;
58.6;1.007348;15.321;0.010;0.001;0.001;0;0;
58.8;1.012251;15.321;0.010;0.001;0.001;0;0;
59.0;1.015748;15.321;0.010;0.001;0.001;0;0;
59.2;1.017399;15.321;0.010;0.001;0.001;0;0;
59.4;1.018551;15.321;0.010;0.001;0.001;0;0;
59.6;1.018496;15.326;0.010;0.001;0.001;0;0;
59.8;1.020572;15.321;0.010;0.001;0.001;0;0;
60.0;1.025218;15.323;0.010;0.001;0.001;0;0;
60.2;1.031252;15.321;0.010;0.001;0.001;0;0;
60.4;1.035668;15.321;0.010;0.001;0.001;0;0;
60.6;1.037355;15.321;0.010;0.001;0.001;0;0;
60.8;1.037971;15.321;0.010;0.001;0.001;0;0;
61.0;1.039;15.321;0.010;0.001;0.001;0;0;
61.2;1.040721;15.323;0.010;0.001;0.001;0;0;
61.4;1.043595;15.321;0.010;0.001;0.001;0;0;
61.6;1.046487;15.321;0.010;0.001;0.001;0;0;
61.8;1.049538;15.326;0.010;0.001;0.001;0;0;
62.0;1.051699;15.323;0.010;0.001;0.001;0;0;
62.2;1.053086;15.321;0.010;0.001;0.001;0;0;
62.4;1.053752;15.326;0.010;0.001;0.001;0;0;
62.6;1.05425;15.321;0.010;0.001;0.001;0;0;
62.8;1.056097;15.321;0.010;0.001;0.001;0;0;
63.0;1.058357;15.323;0.010;0.001;0.001;0;0;
63.2;1.061616;15.321;0.010;0.001;0.001;0;0;
63.4;1.064196;15.321;0.010;0.001;0.001;0;0;
63.6;1.065444;15.321;0.010;0.001;0.001;0;0;
63.8;1.065948;15.321;0.010;0.001;0.001;0;0;
64.0;1.065955;15.321;0.010;0.001;0.001;0;0;
64.2;1.06746;15.328;0.010;0.001;0.001;0;0;
64.4;1.070085;15.321;0.010;0.001;0.001;0;0;
64.6;1.073508;15.321;0.010;0.001;0.001;0;0;
64.8;1.076468;15.321;0.010;0.001;0.001;0;0;
65.0;1.077381;15.323;0.010;0.001;0.001;0;0;
65.2;1.078568;15.321;0.010;0.001;0.001;0;0;
65.4;1.079961;15.321;0.010;0.001;0.001;0;0;
65.6;1.081878;15.321;0.010;0.001;0.001;0;0;
65.8;1.085476;15.326;0.010;0.001;0.001;0;0;
66.0;1.090557;15.326;0.010;0.001;0.001;0;0;
66.2;1.094046;15.323;0.010;0.001;0.001;0;0;
66.4;1.094832;15.323;0.010;0.001;0.001;0;0;
66.6;1.094712;15.323;0.010;0.001;0.001;0;0;
66.8;1.095158;15.323;0.010;0.001;0.001;0;0;
67.0;1.096972;15.323;0.010;0.001;0.001;0;0;
67.2;1.100511;15.323;0.010;0.001;0.001;0;0;
67.4;1.104205;15.326;0.010;0.001;0.001;0;0;
67.6;1.107312;15.319;0.010;0.001;0.001;0;0;
67.8;1.109554;15.321;0.010;0.001;0.001;0;0;
68.0;1.110473;15.321;0.010;0.001;0.001;0;0;
68.2;1.110837;15.321;0.010;0.001;0.001;0;0;
68.4;1.111103;15.321;0.010;0.001;0.001;0;0;
68.6;1.111759;15.321;0.010;0.001;0.001;0;0;
68.8;1.113477;15.323;0.010;0.001;0.001;0;0;
69.0;1.117003;15.323;0.010;0.001;0.001;0;0;
69.2;1.119339;15.321;0.010;0.001;0.001;0;0;
69.4;1.120485;15.326;0.010;0.001;0.001;0;0;
69.6;1.120621;15.321;0.010;0.001;0.001;0;0;
69.8;1.120221;15.321;0.009;0.001;0.001;0;0;
