Time;Leakrate;PS-He2;PS-V1;PS-V2;PS-V3;EV-He1;EV-He2;
[s];[1.0E-09];[Bar];[mBar];[mBar];[mBar];-;-;
59.2;1.175099;15.326;0.009;0.001;0.001;0;0;
59.4;1.175942;15.323;0.009;0.001;0.001;0;0;
59.6;1.178306;15.326;0.009;0.001;0.001;0;0;
59.8;1.182018;15.323;0.009;0.001;0.001;0;0;
60.0;1.184201;15.326;0.009;0.001;0.001;0;0;
60.2;1.185378;15.326;0.009;0.001;0.001;0;0;
60.4;1.185732;15.328;0.009;0.001;0.001;0;0;
60.6;1.186095;15.328;0.009;0.001;0.001;0;0;
60.8;1.186848;15.323;0.009;0.001;0.001;0;0;
61.0;1.188861;15.323;0.009;0.001;0.001;0;0;
61.2;1.192724;15.326;0.009;0.001;0.001;0;0;
61.4;1.195987;15.328;0.009;0.001;0.001;0;0;
61.6;1.196643;15.330;0.009;0.001;0.001;0;0;
61.8;1.196975;15.323;0.009;0.001;0.001;0;0;
62.0;1.197898;15.323;0.009;0.001;0.001;0;0;
62.2;1.19939;15.323;0.009;0.001;0.001;0;0;
62.4;1.201198;15.326;0.009;0.001;0.001;0;0;
62.6;1.204218;15.323;0.009;0.001;0.001;0;0;
62.8;1.207505;15.326;0.009;0.001;0.001;0;0;
63.0;1.208132;15.323;0.009;0.001;0.001;0;0;
63.2;1.208306;15.321;0.009;0.001;0.001;0;0;
63.4;1.20873;15.326;0.009;0.001;0.001;0;0;
63.6;1.209533;15.328;0.009;0.001;0.001;0;0;
63.8;1.210834;15.326;0.009;0.001;0.001;0;0;
64.0;1.212592;15.326;0.009;0.001;0.001;0;0;
64.2;1.214647;15.326;0.009;0.001;0.001;0;0;
64.4;1.216837;15.323;0.008;0.001;0.001;0;0;
64.6;1.217587;15.326;0.008;0.001;0.001;0;0;
64.8;1.218004;15.323;0.008;0.001;0.001;0;0;
65.0;1.218233;15.326;0.008;0.001;0.001;0;0;
65.2;1.218469;15.326;0.008;0.001;0.001;0;0;
65.4;1.219557;15.323;0.008;0.001;0.001;0;0;
65.6;1.221227;15.323;0.008;0.001;0.001;0;0;
65.8;1.222525;15.330;0.008;0.001;0.001;0;0;
66.0;1.222936;15.321;0.008;0.001;0.001;0;0;
66.2;1.222473;15.326;0.008;0.001;0.001;0;0;
66.4;1.222133;15.330;0.008;0.001;0.001;0;0;
66.6;1.222345;15.328;0.008;0.001;0.001;0;0;
66.8;1.222898;15.330;0.008;0.001;0.001;0;0;
67.0;1.223952;15.326;0.008;0.001;0.001;0;0;
67.2;1.225421;15.326;0.008;0.001;0.001;0;0;
67.4;1.226101;15.328;0.008;0.001;0.001;0;0;
67.6;1.226303;15.326;0.008;0.001;0.001;0;0;
67.8;1.22623;15.326;0.008;0.001;0.001;0;0;
68.0;1.227696;15.321;0.008;0.001;0.001;0;0;
68.2;1.23084;15.321;0.008;0.001;0.001;0;0;
68.4;1.233283;15.326;0.008;0.001;0.001;0;0;
68.6;1.234123;15.323;0.008;0.001;0.001;0;0;
68.8;1.233738;15.326;0.008;0.001;0.001;0;0;
69.0;1.233348;15.328;0.008;0.001;0.001;0;0;
69.2;1.233444;15.321;0.008;0.001;0.001;0;0;
69.4;1.233998;15.321;0.008;0.001;0.001;0;0;
69.6;1.234983;15.326;0.008;0.001;0.001;0;0;
69.8;1.236288;15.321;0.008;0.001;0.001;0;0;
70.0;1.237323;15.323;0.008;0.001;0.001;0;0;
70.2;1.237708;15.328;0.008;0.001;0.001;0;0;
70.4;1.237604;15.326;0.008;0.001;0.001;0;0;
70.6;1.237102;15.321;0.008;0.001;0.001;0;0;
70.8;1.236284;15.328;0.008;0.001;0.001;0;0;
71.0;1.236241;15.323;0.008;0.001;0.001;0;0;
71.2;1.237437;15.323;0.008;0.001;0.000;0;0;
71.4;1.238545;15.326;0.008;0.001;0.001;0;0;
71.6;1.238721;15.328;0.008;0.001;0.001;0;0;
71.8;1.238771;15.323;0.008;0.001;0.000;0;0;
72.0;1.238877;15.321;0.008;0.001;0.000;0;0;
72.2;1.238798;15.328;0.008;0.001;0.000;0;0;
72.4;1.238847;15.321;0.008;0.001;0.001;0;0;
72.6;1.239563;15.323;0.008;0.001;0.001;0;0;
72.8;1.240994;15.323;0.008;0.001;0.000;0;0;
73.0;1.24173;15.321;0.008;0.001;0.000;0;0;
73.2;1.241339;15.323;0.008;0.001;0.000;0;0;
73.4;1.24164;15.321;0.008;0.001;0.000;0;0;
73.6;1.241212;15.323;0.008;0.001;0.000;0;0;
73.8;1.242365;15.323;0.008;0.001;0.001;0;0;
74.0;1.245463;15.330;0.008;0.001;0.000;0;0;
74.2;1.248257;15.323;0.008;0.001;0.000;0;0;
74.4;1.24939;15.323;0.008;0.001;0.000;0;0;
74.6;1.24962;15.321;0.008;0.001;0.000;0;0;
74.8;1.250048;15.323;0.008;0.001;0.000;0;0;
75.0;1.250178;15.321;0.008;0.001;0.000;0;0;
75.2;1.250548;15.328;0.008;0.001;0.000;0;0;
75.4;1.251373;15.321;0.008;0.001;0.000;0;0;
75.6;1.253303;15.328;0.008;0.001;0.000;0;0;
75.8;1.254751;15.330;0.008;0.001;0.000;0;0;
76.0;1.255127;15.323;0.008;0.001;0.000;0;0;
76.2;1.254743;15.326;0.008;0.001;0.000;0;0;
76.4;1.254833;15.321;0.008;0.001;0.000;0;0;
76.6;1.25542;15.326;0.008;0.001;0.000;0;0;
76.8;1.257129;15.323;0.008;0.001;0.000;0;0;
77.0;1.259408;15.323;0.008;0.001;0.000;0;0;
77.2;1.260686;15.326;0.008;0.001;0.000;0;0;
77.4;1.261467;15.321;0.008;0.001;0.000;0;0;
77.6;1.261672;15.321;0.008;0.001;0.000;0;0;
